Key.down,1741020447.3094022
Key.down,1741020447.7150285
z,1741020448.0668316
z,1741020449.1855927
z,1741020452.5595977
z,1741020452.9586337
z,1741020453.3712804
z,1741020453.7555797
z,1741020454.1629305
z,1741020454.5775702
z,1741020456.5169165
z,1741020456.9470513
z,1741020457.4888346
z,1741020458.4012835
z,1741020458.8299234
z,1741020459.2833874
Key.right,1741020462.2407408
Key.right,1741020462.6331499
z,1741020463.0792074
z,1741020465.2649965
z,1741020465.7962558
Key.right,1741020467.0310345
z,1741020468
z,1741020468.412928
z,1741020469.7333767
z,1741020473.2005363
z,1741020473.6770964
z,1741020474.146708
z,1741020474.6386392
z,1741020475.0998027
z,1741020475.5837677
z,1741020476.7660947
z,1741020477.290345
z,1741020477.8513029
z,1741020479.174439
z,1741020479.6838481
z,1741020480.2681997
Key.left,1741020483.4406118
z,1741020484.029431
z,1741020486.7006319
Key.home,1741020489.7685661
Key.down,1741020503.8640532
Key.down,1741020504.3327937
z,1741020504.792446
Key.down,1741020506.207591
z,1741020506.6221259
Key.esc,1741020511.0270605
Key.up,1741020511.518641
Key.up,1741020512
z,1741020512.7136059
Key.down,1741020523.4779315
Key.up,1741020524.0587327
